M, Cohen, Frédéric, M9, 02:18:16
M, Quere, Jean-Luc, M1, 02:53:08
M, Bergeret, Jean-Claude, M3, 02:00:20
M, Olive, Albert, M4, 01:46:07
M, Duez, Jérémy, M6, 02:19:23
M, Santos, Fabrice, ELITE_2, 02:51:32
M, Burel, Guillaume, M6, 02:00:55
M, Jaffre, René, M1, 02:21:51
M, Couret, Daniel, M6, 01:01:06
M, Letellier, Mickaël, M1, 01:45:46
M, Joly, Vincent, M9, 01:29:41
M, Lefrancois, Robert, M3, 01:54:36
M, Gonzalez, Raymond, M9, 01:40:02
M, Salmon, Marc, M4, 01:54:48
M, Guy, Hervé, M7, 01:56:03
M, Pastor, Claude, M4, 02:58:59
M, Philibert, Jérôme, ELITE_1, 01:52:38
M, Cros, Richard, M7, 02:28:50
M, Lebreton, Emmanuel, ELITE_2, 01:27:14
M, Saillard, Didier, M3, 01:18:15
M, Lucas, Michel, M5, 01:56:40
M, Tran, Roland, M6, 01:46:42
M, Ducrot, Damien, ELITE_2, 01:30:01
M, Rossignol, Jean, ELITE_2, 01:02:48
M, Marais, Alexis, M8, 02:03:54
M, Vaillant, Claude, M8, 01:51:06
M, Cornu, Serge, M5, 01:55:42
M, Vilain, Jacques, M1, 02:35:58
M, Sergent, Julien, M8, 01:18:12
M, Canu, Georges, M5, 02:50:04
M, Compagnon, Benoît, M8, 02:42:30
M, Delacour, Jean-Pierre, M8, 01:25:52
M, Gabriel, Xavier, M6, 01:39:56
M, Rabier, Gérard, M8, 02:19:33
M, Delacour, Guillaume, M6, 02:34:44
M, Hardouin, Jean-François, M9, 01:38:29
M, Delhaye, Emile, ELITE_2, 02:53
M, Schwartz, Jean-Luc, ELITE_1, 01:02:07
M, Savin, Roland, M6, 01:01:11
M, Courtin, Hervé, M3, 01:36
M, Chevrier, Louis, M2, 02:47:58
M, Grand, Jean, M7, 01:37:52
M, Cohen, Frédéric, M1, 02:44:01
M, Peter, Christian, M8, 01:33:20
M, Tavernier, Bernard, M5, 02:23:14
M, Santoni, Alain, M2, 01:36:09
M, Declercq, Georges, ELITE_1, 01:40:50
M, Baud, David, M5, 02:06:35
M, Levesque, Guy, M7, 02:17:43
M, Duflot, Cédric, M3, 02:01:18
M, Grignon, Kevin, ELITE_1, 01:25:37
M, Taupin, Jean-Luc, M1, 01:13:47
M, Pierron, Jean-Michel, M9, 02:14:14
M, Duvivier, Fabrice, M4, 01:27:44
M, Legrand, Charles, M4, 02:56:44
M, Mathis, Joël, ELITE_2, 02:13:30
M, Mille, Maurice, M9, 01:07:28
M, Durant, Maurice, ELITE_2, 02:26:12
M, Giry, Bruno, M6, 02:52:11
M, Allart, Adrien, M8, 02:45:22
M, Perez, Alain, M2, 02:50:56
M, Bonnot, Yves, M9, 02:28:27
M, Marot, Maxime, M1, 02:12:43
M, Leblanc, Francis, M4, 02:01:36
M, Blais, Joël, M6, 01:20:52
M, Henaff, Claude, M1, 01:38:36
M, Baudin, François, M4, 01:23:14
M, Berry, Yves, M4, 02:51:46
M, Lescure, Raymond, M8, 01:18:58
M, Le, Jonathan, M3, 01:04:55
M, Pinson, Richard, M9, 02:19:39
M, Poirier, Florian, M5, 01:20:28
M, Chartier, Sébastien, M2, 01:14:13
M, Barbet, Olivier, M3, 01:50:58
M, Perret, Guy, M2, 01:46
M, Delplanque, François, ELITE_1, 02:14:39
M, Bourcier, Michel, M1, 02:16:56
M, Ruiz, René, ELITE_1, 01:40:08
M, Busson, Robert, M1, 02:41:19
M, Sellier, Jean-Paul, M5, 01:09:51
M, Gressier, Richard, M2, 01:48:43
M, Kohler, Albert, ELITE_2, 02:21:30
M, Fontaine, Xavier, M5, 01:59:57
M, Laborde, Thomas, M9, 01:50:29
M, Parisot, Emile, ELITE_1, 01:57:45
M, Michelet, Philippe, M3, 02:36:57
M, Hery, Dominique, M4, 01:17:04
M, Delcroix, Bruno, M9, 01:18:50
M, Goetz, Sylvain, M7, 02:20:10
M, Harel, Antoine, M3, 01:36:58
M, Fontaine, Jean-François, M6, 02:32:03
M, Gayet, Roger, M8, 02:28:25
M, Marie, Jérôme, M8, 02:21:03
M, Faivre, Gérard, M8, 01:41:41
M, Camus, Florian, M3, 02:28:28
M, Decroix, Nicolas, M3, 02:37:56
M, Denys, Olivier, M9, 01:53:57
M, Molinier, Damien, M5, 01:24:03
M, Raymond, Cyril, M4, 02:53:22
M, Bordas, Joël, M6, 01:12:55
M, Maury, Denis, M3, 01:40:28
M, Quere, Jean-Luc, ELITE_2, 01:08:42
M, Bergeret, Jean-Claude, M4, 01:48:56
M, Olive, Albert, M8, 01:47:02
M, Duez, Jérémy, ELITE_2, 01:32:37
M, Santos, Fabrice, M3, 02:50:55
M, Burel, Guillaume, M5, 01:48:10
M, Jaffre, René, M6, 01:29:53
M, Couret, Daniel, M9, 01:26:18
M, Letellier, Mickaël, M2, 01:02:36
M, Joly, Vincent, M6, 02:12:01
M, Lefrancois, Robert, M4, 01:46:04
M, Gonzalez, Raymond, M4, 01:04:30
M, Salmon, Marc, M6, 02:49:38
M, Guy, Hervé, M8, 02:58:17
M, Pastor, Claude, M6, 01:26:53
M, Philibert, Jérôme, M4, 01:11:26
M, Cros, Richard, M9, 02:04:38
M, Lebreton, Emmanuel, M8, 01:42:53
M, Saillard, Didier, M8, 02:06:04
M, Lucas, Michel, M4, 01:53:58
M, Tran, Roland, M7, 01:37:44
M, Ducrot, Damien, M3, 02:51:54
M, Rossignol, Jean, M7, 01:56:52
M, Marais, Alexis, M9, 01:44:24
M, Vaillant, Claude, M5, 02:59:04
M, Cornu, Serge, M6, 02:09:11
M, Vilain, Jacques, M5, 01:40:04
M, Sergent, Julien, M5, 01:28:25
M, Canu, Georges, M3, 02:26:11
M, Compagnon, Benoît, M1, 01:33:43
M, Delacour, Jean-Pierre, M4, 02:08:14
M, Gabriel, Xavier, M6, 02:36:58
M, Rabier, Gérard, ELITE_2, 02:27:35
M, Delacour, Guillaume, M6, 01:45:34
M, Hardouin, Jean-François, ELITE_2, 01:19:39
M, Delhaye, Emile, M3, 02:30:25
M, Schwartz, Jean-Luc, M1, 02:50:46
M, Savin, Roland, M8, 01:04:55
M, Courtin, Hervé, M1, 01:19:34
M, Chevrier, Louis, M7, 01:34:13
M, Grand, Jean, M4, 02:34:19
M, Garreau, Kevin, M1, 01:01:27
M, Bo, Stéphane, M5, 01:40:41
M, Granger, Romain, ELITE_2, 01:57:08
M, Deprez, Jean-Michel, M6, 01:19:28
M, Herman, Adrien, ELITE_2, 01:53:29
M, Veron, René, M1, 02:50:29
M, Pouliquen, Jacques, M5, 02:33:42
M, Roman, Fabien, M9, 01:05:21
M, Piat, Lionel, M1, 02:17:06
M, Bachelet, Emmanuel, ELITE_2, 01:33:37
M, Dulac, Thierry, ELITE_2, 01:15:51
M, Daval, Albert, M3, 01:37:23
M, Brachet, Henri, M1, 02:52:22
M, Fraisse, Bruno, M4, 02:53:26
M, Gallen, Jean, M6, 02:47:37
M, Laude, Marcel, M6, 02:31:41
M, Cabaret, Fabien, M4, 01:08:12
M, Gueguen, Albert, M5, 01:51:57
M, Baumann, Mathieu, ELITE_1, 02:09:26
M, Rabier, Franck, M3, 02:21:09
M, Boidin, Lucien, M2, 02:53:45
M, Ravel, Albert, M7, 01:10:53
M, Laurent, Thierry, ELITE_2, 01:37:36
M, Mille, Romain, M5, 02:33
M, Clerc, Adrien, M3, 02:32:08
M, Jacquot, Benjamin, M3, 02:29:01
M, Delamare, Joël, M2, 01:52:36
M, Gerard, Guillaume, ELITE_2, 02:56:45
M, Boudet, Christian, ELITE_1, 01:01:08
M, Gourdon, Jean-Paul, M3, 01:21:01
M, Fromont, Jérémy, M6, 01:42:03
M, Rivet, Richard, M6, 01:45:37
M, Grall, Adrien, M2, 01:53:09
M, Jeannot, Sébastien, M5, 02:31:12
M, Poli, Alexandre, M9, 02:36:13
M, Walter, Jean-Marie, M2, 01:20:33
M, Faivre, Patrick, M4, 02:33:58
M, Pain, Hervé, M1, 02:41:55
M, Dulac, Emile, M3, 01:07:19
M, Marques, Marc, M7, 02:35:08
M, Schmitt, Jacques, M3, 01:37:58
M, Lesage, Adrien, M1, 02:43:08
M, Lesueur, Xavier, M7, 01:49:09
M, Dieu, Maurice, M9, 02:09:44
M, Rose, Joël, M6, 02:36:44
M, Dieu, Vincent, M7, 01:01:45
M, Bertaux, Francis, M6, 01:26:54
M, Cabot, Fabrice, M3, 02:01:10
M, Fonteneau, Raymond, M4, 02:21:01
M, Guillet, Guillaume, M6, 01:11:22
M, Lahaye, Gérard, ELITE_2, 01:28:03
M, Cote, Emmanuel, M9, 02:42:03
M, Jestin, Franck, ELITE_2, 01:16:16
M, Durand, Franck, ELITE_1, 01:08:30
M, Lucas, Jean-Pierre, M2, 02:24:30
M, Bauduin, Maurice, M1, 01:29:29
M, Leclere, Daniel, M5, 01:13:42
M, Gaucher, Stéphane, M2, 01:10:29
M, Navarro, Anthony, M1, 01:39:45
M, Gravier, Jean-Marc, M6, 01:35:44
M, Robillard, Xavier, M4, 02:18:39
M, Rosset, André, M6, 02:16:20
M, James, Alexandre, ELITE_1, 02:16:42
M, Lozano, Dominique, ELITE_2, 02:18:25
M, Verhaeghe, Sylvain, ELITE_2, 01:47:31
M, Rousselle, Franck, M8, 01:43:48
M, Moi, Thierry, M3, 02:35:01
M, Thibault, Thomas, M9, 02:01:55
M, Ricci, Christian, M1, 01:31:45
M, Salvador, Franck, M5, 02:08:23
M, Babin, Lucien, M6, 01:29:29
M, Comte, Claude, M2, 01:55:32
M, Jullien, Mathieu, M2, 01:41:55
M, Marchand, Emile, M7, 01:18:37
M, Chatelet, Guillaume, M9, 01:50:19
M, Demaret, Paul, ELITE_1, 02:18:51
M, Le, Xavier, ELITE_2, 02:29:41
M, Pires, Fabien, M6, 02:16:30
M, Rizzo, Jean-Claude, ELITE_1, 02:45:40
M, Bruneau, Sébastien, M1, 02:34:38
M, Seguin, Eric, ELITE_2, 01:53
M, Roussel, Julien, ELITE_2, 02:26:47
M, Boutet, André, M2, 02:03:27
M, Claude, Julien, ELITE_2, 01:32:50
M, Ripoll, Jérôme, M9, 01:22:41
M, Gontier, Gilles, M7, 02:31:23
M, Couture, Georges, M8, 01:13:30
M, Anquetil, Kevin, M4, 02:38:23
M, Marais, Franck, M2, 01:50:18
M, Thibaud, Marcel, M6, 02:23:26
M, Lemaire, Cédric, M8, 01:45:45
M, Masse, Michel, M7, 02:55:12
M, Charvet, Marc, M2, 02:31:26
M, Devos, Florian, M9, 02:22:56
M, Sutter, Henri, M3, 01:08:51
M, Pouget, Jean-Michel, ELITE_2, 01:46:58
M, Roth, Guy, M3, 02:53:10
M, Trouve, Henri, M9, 02:19
M, Braun, Marc, ELITE_1, 02:17:19
M, Saunier, David, M6, 01:48:24
M, Habert, Arnaud, M5, 01:17:19
M, Barriere, Marc, M2, 02:40:08
M, Le, Ludovic, ELITE_2, 01:15:21
M, Doucet, Claude, M7, 02:28:39
M, Nourry, Alexandre, M5, 02:19:53
M, Prudhomme, Henri, M7, 01:52
M, Villeneuve, Jean-François, M9, 01:57:53
M, Salomon, Patrice, M2, 01:48:43
M, Lefebvre, Grégory, M9, 01:20:12
M, Fosse, Dominique, ELITE_2, 02:59:41
M, Vigouroux, Guy, M6, 01:07:53
M, Boisson, Anthony, M5, 01:54:57
M, Marx, Kevin, M4, 02:48:35
M, Cousin, Mathieu, M8, 01:47:03
M, Saby, Mickaël, ELITE_2, 02:15:39
M, Jezequel, Henri, M7, 02:41:53
M, Renaud, Daniel, M5, 02:17:56
M, Boivin, Serge, ELITE_2, 02:43:21
M, Pacaud, Francis, ELITE_2, 01:18:48
M, Laval, René, M5, 02:34:12
M, Chereau, Marc, ELITE_1, 02:17:46
M, Seguin, Alexis, M2, 01:22:51
M, Barth, Jean-François, M6, 01:27:52
M, Gauthier, Jean-Michel, M2, 02:22:47
M, Malet, Pierre, M6, 01:46:50
M, Eyraud, Henri, M3, 02:16:05
M, Chollet, Daniel, M2, 01:02:41
M, Gachet, Benoît, M5, 01:05:12
M, Jestin, Charles, M6, 02:33:01
M, Mora, Guy, M3, 02:46:05
M, Bossard, Antoine, M4, 02:36:50
M, Decroix, Anthony, M3, 02:53:55
M, Rieu, Maurice, M5, 02:37:07
M, Mignon, Benjamin, M7, 01:22:58
M, Perraud, Joseph, M7, 02:46:42
M, Dassonville, Denis, M1, 01:23:49
M, Huet, Eric, M2, 01:57
M, Thouvenin, Frédéric, M9, 02:32:28
M, Gaborit, René, M4, 02:46:47
M, Gobert, Denis, M3, 01:56:18
M, Benhamou, Mickaël, M7, 02:43:26
M, Bouton, André, M6, 02:07:22
M, Touati, Joseph, ELITE_2, 02:04:31
M, Marti, Ludovic, ELITE_2, 01:32:45
M, Langevin, Jean-Marie, M3, 01:28:35
M, Benoist, Jean-François, M3, 02:41:03
M, Ortiz, Thierry, ELITE_1, 01:43:07
M, Lapeyre, Grégory, M9, 02:14:11
M, Momo, Guillaume, M4, 02:09:48
M, Houssin, Xavier, ELITE_1, 01:44:16
M, Sueur, Arnaud, M4, 01:18:34
M, Allais, Cédric, M1, 01:28:35
M, Galy, Alain, ELITE_1, 01:57:12
M, Munoz, Jean-Luc, M3, 02:46:53
M, Boutry, Damien, ELITE_2, 01:10:14
M, Duc, Richard, M8, 01:29:39
M, Berthet, Emile, M2, 02:45:55
M, Cochard, Jean-Pierre, M8, 02:44:23
M, Perrault, Fabrice, M1, 02:54:44
M, Autret, Jérémy, M3, 02:06:25
M, Auge, Cédric, M8, 01:53:48
M, Chauvet, Gilbert, ELITE_2, 01:47:34
M, Bo, Clément, M2, 02:46:50
M, Bardon, Guy, ELITE_1, 02:28:53
M, Galland, Jérôme, M1, 01:31:56
M, Favreau, André, M7, 02:32:03
M, Baudoin, David, M4, 02:12:46
M, Crespin, Frédéric, ELITE_2, 01:24:33
M, Paoli, Maxime, ELITE_2, 02:01:28
M, Fevrier, Bruno, M3, 01:26:53
M, Cotte, Florian, M1, 02:59:03
M, Froger, Olivier, M8, 01:35:11
M, Pradel, Dominique, M3, 01:56:30
M, Chapron, Yves, M5, 02:12:51
M, Blanchet, Thierry, M6, 01:13:51
M, Pinel, Joseph, M4, 01:32:47
M, Gallen, Eric, M9, 01:26:45
M, Peres, Anthony, M3, 01:01
M, Labrousse, Bernard, M1, 02:45:25
M, Langlais, Grégory, ELITE_1, 01:51:30
M, Grimaud, Cyril, M8, 02:32:33
M, Pierron, Jean, M3, 02:24:48
M, Vinet, Jacques, ELITE_1, 02:45:31
M, Nicol, Fabrice, M1, 02:50:54
M, Le, Benoît, ELITE_2, 01:01:58
M, Pinon, Loïc, M4, 02:40:48
M, Duriez, Joël, ELITE_2, 02:12:23
M, Jacquemin, Jean, M1, 02:47:58
M, Dassonville, Henri, M4, 02:54:30
M, Juan, Arnaud, M4, 02:57:31
M, Godart, Marcel, M1, 01:37
M, Vallon, André, M6, 01:58:33
M, Mestre, Jean, M1, 01:21:27
M, Vasseur, Adrien, M7, 02:13:11
M, Chereau, Raymond, M2, 02:26:27
M, Bastien, Guillaume, M6, 02:50:32
M, Vernet, Denis, M7, 02:20:25
M, Guillet, Arnaud, M9, 01:19:13
M, Ruelle, Didier, M5, 02:43:41
M, Carpentier, Jean-Paul, ELITE_1, 02:44:53
M, Arnault, Mickaël, ELITE_1, 02:33:53
M, Le, Jean-Michel, ELITE_2, 01:47:29
M, Bouteille, Jean, M2, 02:42:44
M, Pignon, Mathieu, M3, 02:49:01
M, Caro, Anthony, M7, 02:24:27
M, Daval, Jean-Luc, M2, 01:21:57
M, Noury, Frédéric, M2, 02:00:12
M, Blandin, David, M4, 01:03:11
M, Chauveau, Stéphane, M9, 02:55:41
M, Wolff, Gilbert, M6, 01:29:13
M, Gautheron, Christian, M9, 02:08:58
M, George, Jean-Luc, M7, 01:26:49
M, Hebert, Dominique, M7, 01:21:16
M, Prigent, Jérôme, ELITE_2, 01:09:05
M, Allain, Cédric, M1, 02:33:06
M, Leclercq, Lionel, M8, 02:29:53
M, Le, Lucien, M4, 01:30:30
M, Carrere, Jean-Claude, M5, 01:27:41
M, Comte, Emile, M1, 02:42:56
M, Wiart, Lionel, M5, 01:46:40
M, Barre, Thomas, M3, 02:02:26
M, Thouvenin, Damien, M1, 02:33:08
M, Pernot, Jean-Pierre, M6, 01:39:12
M, Saby, Clément, M4, 01:39:58
M, Bernard, Cyril, M5, 02:59:16
M, Guiot, Lionel, M1, 02:43:23
M, Dejardin, Jean-Pierre, M8, 01:59:15
M, Pichot, Gilbert, M1, 02:55:53
M, Rousseau, Jérémy, M1, 02:18:47
M, Gonnet, Eric, M9, 01:04:22
M, Ortiz, Benjamin, ELITE_1, 01:10:55
M, Clavier, Nicolas, ELITE_2, 02:07:29
M, George, Serge, M7, 02:28:53
M, Berard, Raymond, M7, 02:20:47
M, James, Pierre, M3, 02:22:16
M, Coudert, Paul, M7, 01:43:56
M, Le, Sylvain, M3, 02:40:20
M, Potel, Roland, M3, 02:14:50
M, Favre, Xavier, M4, 01:21
M, Durieux, Jean-Pierre, ELITE_1, 02:27:21
M, Kohler, Alexandre, M6, 02:55:06
M, Brasseur, Alexandre, M9, 01:06:31
M, Beaugrand, Jonathan, M4, 02:20:37
M, Duval, Benjamin, M6, 02:25:07
M, Gallo, Daniel, M5, 01:25:57
M, Declercq, Francis, M4, 01:21:38
M, Ramon, Alexandre, M4, 01:34
M, Grange, Patrice, M5, 02:46:52
M, Granier, Paul, M8, 01:54:30
M, Villette, Jonathan, M4, 01:32:53
M, Letellier, Albert, ELITE_2, 02:37
M, Maes, Jonathan, M8, 01:09:01
M, Cadot, Michel, M6, 01:56:38
M, Grondin, Maxime, M6, 02:14:42
M, Wagner, Pierre, M3, 01:09:34
M, Delalande, Nicolas, M2, 02:15:56
M, Chapuis, Patrick, M9, 02:38:10
M, Leleu, Julien, ELITE_1, 02:39:51
M, Fourcade, Vincent, M4, 02:05:20
M, Chambon, Bernard, M1, 01:10:29
M, Gontier, Henri, M6, 02:38:07
M, Dubus, Vincent, M4, 02:34:03
M, Leonard, Fabien, M8, 01:59:09
M, Laurent, Paul, M5, 01:48:24
M, Le, Xavier, ELITE_1, 01:03:22
M, Lebel, Philippe, M7, 02:47:41
M, Bisson, Jean-Michel, M4, 02:39:03
M, Chauvel, Franck, M1, 01:53:42
M, Cros, Emmanuel, M4, 02:45:06
M, Chassagne, Thomas, M5, 02:48:25
M, Lafarge, Denis, M5, 02:12:29
M, Pellet, Mathieu, M7, 01:25:13
M, Cordonnier, Jean, M9, 01:37:33
M, Ferron, Christophe, M9, 01:13:35
M, Humeau, Daniel, M3, 01:04:36
M, Santoni, Jérôme, ELITE_1, 02:20:10
M, Delorme, Jean-Paul, M8, 02:45:55
M, Marque, Vincent, M1, 01:16:15
M, Leca, Serge, M4, 02:07:46
M, Chiron, Charles, M8, 01:26:11
M, Theron, Emile, ELITE_1, 01:34:54
M, Picot, Paul, M8, 02:04:21
M, Brossard, Maxime, M4, 02:43:06
M, Roulet, Serge, M1, 02:06:25
M, Fleury, Denis, M9, 02:34:18
M, Monin, Albert, M7, 02:14:12
M, Nedelec, Christian, M7, 02:57:39
M, Guerineau, Marc, M3, 01:23:25
M, Cabot, Patrick, M3, 01:48:23
M, Bricout, Hervé, M6, 02:45:34
M, Menard, Alain, M5, 02:24:56
M, Lang, Arnaud, ELITE_2, 02:31:55
M, Delaunay, René, M2, 01:44:01
M, Pannetier, David, ELITE_2, 01:54:06
M, Pineau, Gilles, M3, 01:11:38
M, Dubost, Patrice, M6, 02:45:02
M, Thiriet, Robert, M7, 01:05:32
M, Henriot, Fabrice, M2, 02:28:52
M, Reymond, Daniel, M5, 02:01:21
M, Guillon, Roland, M3, 01:54:48
F, Long, Anna, M9, 02:12:49
F, Couturier, Julia, M9, 02:07:31
F, Vignon, Justine, ELITE_2, 01:13:08
F, Jacques, Lily, ELITE_2, 01:19:01
F, Balland, Capucine, M5, 02:52:40
F, Gazeau, Maeva, ELITE_2, 02:23:11
F, Bobo, Cloe, ELITE_1, 01:43:03
F, Ortega, Jeanne, ELITE_2, 01:18:41
F, Mathey, Eloise, M5, 02:19:59
F, Bayle, Lola, M2, 01:23:49
F, Lecuyer, Anna, M6, 01:45:37
F, Leclercq, Emma, M3, 01:28:50
F, George, Anna, M7, 02:55:16
F, Le, Julia, M6, 01:12:36
F, Bernard, Loane, ELITE_1, 01:52:50
F, Beraud, Faustine, M2, 02:53:30
F, Neveu, Sara, M7, 02:07:40
F, Grange, Ambre, M1, 01:11:54
F, Grignon, Ambre, M2, 01:53:41
F, Gillot, Cloe, M4, 01:20:20
F, George, Celia, ELITE_2, 02:30:52
F, Bertrand, Chloe, M3, 01:59:27
F, Bordier, Lou, ELITE_2, 02:36:14
F, Chatelain, Clemence, ELITE_2, 02:47:38
F, Foret, Clarisse, M3, 01:57:08
F, Flament, Noemie, M8, 02:22:17
F, Escoffier, Julie, M3, 01:02:36
F, Foulon, Melina, M9, 01:53:05
F, Pinard, Margaux, M2, 02:15:58
F, Gambier, Louna, M7, 01:00:38
F, Chapelle, Chloe, M5, 02:33:49
F, Segura, Coline, M9, 02:41:20
F, Sene, Elise, M6, 01:29:36
F, Gillet, Claire, ELITE_2, 01:58:35
F, Piriou, Lise, M9, 01:54:13
F, Barthe, Juliette, M9, 02:46:28
F, Clavel, Elsa, M1, 01:35:14
F, Poncet, Lena, M5, 02:53:12
F, Ortiz, Nina, M3, 02:46:09
F, Durant, Justine, M1, 01:38:31
F, Mouret, Juliette, M8, 02:33:14
F, Bonnot, Marine, M4, 02:30:17
F, Mathis, Fanny, M5, 02:42:33
F, Papon, Manon, M9, 02:35:41
F, Godet, Louane, M5, 02:00:11
F, Pajot, Emma, ELITE_2, 02:40:07
F, Polo, Fanny, M3, 02:22
F, Graff, Lana, ELITE_2, 02:16:54
F, Salle, Margot, M7, 02:43:17
F, Chabanne, Eloise, M2, 02:05:59
F, Marechal, Melissa, ELITE_2, 02:08:36
F, Vallee, Laura, ELITE_1, 01:31:43
F, Jegou, Meline, M5, 02:49:19
F, Chabaud, Margaux, M1, 01:13
F, Gutierrez, Lilou, M5, 01:34:15
F, Chabaud, Louane, M3, 01:17:38
F, Blouin, Clemence, ELITE_1, 01:43:30
F, Beaulieu, Lea, M7, 02:57:48
F, Blin, Gabrielle, M2, 01:35:41
F, Nguyen, Claire, ELITE_1, 01:19:47
F, Roch, Louane, M3, 02:13:31
F, Adam, Luna, M3, 02:09:30
F, Brochard, Eloise, ELITE_1, 01:01:44
F, Baudin, Gabrielle, M5, 01:44:34
F, Seite, Adele, ELITE_1, 02:57:53
F, Provost, Elise, M8, 02:37:34
F, Potin, Eloise, M5, 02:08:59
F, Neuville, Noemie, M8, 02:31:17
F, Pasquier, Clarisse, ELITE_1, 02:18:41
F, Vautrin, Salome, M4, 02:03:41
F, Chatelet, Laura, M1, 01:04:55
F, Lacoste, Eloise, M5, 01:16:28
F, La, Marine, M5, 01:26:23
F, Calvet, Lana, M6, 02:15:06
F, Bernet, Sofia, M5, 02:43:49
F, Lo, Elena, M4, 01:44:57
F, Gibert, Laurine, ELITE_2, 02:09:31
F, Ribot, Nina, M8, 01:42:26
F, Chauvet, Lina, M1, 01:06:14
F, Blais, Andrea, M7, 02:29:20
F, Laurent, Marine, M7, 01:59:46
F, Marti, Yasmine, M6, 02:22:57
F, Tissier, Luna, ELITE_1, 02:57:13
F, Marin, Chloe, M2, 02:32:07
F, Garin, Amelie, M3, 02:16:09
F, Philippe, Cloe, M8, 02:02:40
F, Vannier, Noemie, M8, 01:43:59
F, Pascal, Lana, M4, 02:38:37
F, Dietrich, Agathe, M8, 02:59:20
F, Bachelier, Ines, M8, 02:48:35
F, Delmas, Eva, M1, 01:48:46
F, Poulain, Margaux, M7, 01:54:57
F, Betton, Amandine, M7, 01:49:03
F, Bauduin, Ines, M4, 01:41:39
F, Gonthier, Lilou, M4, 02:23:09
F, Ferrier, Melina, M5, 01:18:41
F, Cartier, Clara, M5, 02:17:41
F, Luc, Loane, M9, 02:07:38
F, Adam, Capucine, ELITE_1, 02:18:43
F, Carle, Marion, M1, 02:17:28
F, Berthier, Eva, M4, 02:57:03
F, Dauphin, Lena, M2, 02:22:19
F, Fayard, Lina, M7, 01:20:36
F, Guiot, Clementine, ELITE_1, 02:25:33
F, Rougier, Nina, M4, 01:13:09
F, Gillot, Louna, M3, 01:07:45
F, De, Noemie, M1, 01:43:03
F, Ducos, Romane, M9, 01:14:21
F, Brion, Leane, M5, 02:00:09
F, Bizet, Sarah, M9, 01:22:30
F, Kremer, Lea, M7, 01:18:16
F, Meyer, Rose, M5, 01:54:51
F, Roux, Clemence, M9, 01:20:42
F, Segura, Emilie, M9, 01:14:17
F, Diot, Lilou, M8, 02:13:51
F, Roussel, Claire, M1, 01:21:24
F, Cornet, Yasmine, M4, 01:00:20
F, Neuville, Morgane, M1, 02:24:15
F, Vautrin, Meline, ELITE_2, 01:51:36
F, Camus, Capucine, ELITE_1, 01:00:08
F, Nguyen, Emilie, M4, 02:03:30
F, Cordier, Lena, M5, 01:18:17
F, Lafargue, Lucie, M7, 02:49:41
